Customer ID,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card
8325,Brian Santana,alyons@example.net,574.343.8546,492 Kelly Loaf,Davisbury,Barbados,94748,True
2995,Brittany Coleman,thomas30@example.com,503.523.6345,0006 Kevin Harbor,Spearsmouth,Cuba,74024,False
5477,Sharon Pratt,kelsey92@example.net,257.668.7759x94234,60284 Johnson Divide,West Aliciahaven,Kiribati,62020,True
1011,Travis Carey,tannervargas@example.org,+1-397-829-8930,8332 Hall Underpass,East Jamesmouth,Jersey,11304,False
9230,Russell Mills,xlindsey@example.org,001-642-783-4337x93668,2298 Wilson Stream Suite 055,Ashleyland,Ireland,47921,False
8624,Connor Davis,kevin92@example.org,449.686.7595x28087,29606 Anderson Plains Suite 030,Port Kenneth,Burkina Faso,29618,False
2089,Ryan Marquez,kingfelicia@example.org,551.697.0563x73054,497 Wilson Squares Suite 529,West Dannymouth,Senegal,81032,False
7244,Brian Schwartz,bwilliams@example.net,318-442-9946x516,666 Bailey Lane Apt. 304,Cainland,Mexico,08425,False
2028,Tammy Adams,kimburke@example.org,+1-229-834-3312x4196,12570 Antonio Hill Suite 977,Lake Brandyville,Sweden,23923,True
6317,John Torres,hollowayzachary@example.net,(512)830-0886x2218,77050 Hector Manor Suite 352,East Richard,Belize,07531,False
2709,Megan Lamb,baileywolf@example.com,375-688-9735,1721 Diaz Bypass Suite 364,Brianmouth,Lao People's Democratic Republic,26681,False
4582,Diane Horn,joshuaproctor@example.net,(607)320-7967x90366,457 Melissa Mission,North Laurenmouth,Burundi,90024,False
7054,Mr. Erik Morgan DDS,corey44@example.org,(401)600-0716x564,2142 Jacob Summit Apt. 225,North Christopherview,Guatemala,92457,False
5216,Cynthia Duncan,erinpeck@example.net,(891)360-9443x9325,577 Mcdowell Points Apt. 194,Romerostad,Turks and Caicos Islands,37461,True
2615,Michelle Johnson,elizabethlee@example.org,001-450-917-1556,0387 Justin Corners,Smithborough,Bulgaria,22848,False
2716,Jessica Melton,jennifer97@example.net,4275502931,60420 Jasmine Landing Apt. 661,Christopherborough,Liberia,45434,False
1792,Valerie Solis,fjohnson@example.net,365.954.8640x76583,5744 Carolyn Forges Apt. 629,Johnville,Liechtenstein,66073,True
7339,Eric Jensen,lisarogers@example.com,+1-539-262-6857x1577,1992 Danny Mall Suite 423,East Kaitlynberg,China,06057,False
2079,Tammy Fitzpatrick,mariadean@example.com,8163745204,54648 Brian Plaza,East Rachel,French Polynesia,12339,False
5627,Paul Valenzuela,hardingwilliam@example.com,001-982-409-9074x772,037 Thomas River Apt. 034,Conleyside,Estonia,61948,True
9945,Melissa Moore,ronald99@example.net,(686)931-4957x6103,45873 Martinez Point Suite 350,Cindyberg,Anguilla,06052,True
3413,Andrew Herrera,barajasbrian@example.com,801.297.4971x2698,20303 Mcguire Highway,Williamsview,Ireland,62998,False
6081,Andrew Salazar,antonio81@example.com,001-253-824-9361,43356 Thomas Stream,Lake Kevinberg,Antigua and Barbuda,15046,False
3184,Amy Hensley,kirkkent@example.com,799.423.2823,108 Roberson Park Suite 545,Catherinehaven,Reunion,53601,False
6336,Thomas Schneider,drivera@example.net,001-591-715-2707x527,11914 Cox Circle Apt. 633,Lake Angela,Czech Republic,59856,True
5453,Charles Clark,james85@example.com,(725)953-6899x45572,370 Francisco Groves,Russellshire,Seychelles,70228,False
4590,Donald Rojas,dennismaldonado@example.org,347-920-9040,963 Phillips Burg Apt. 953,Ortizside,French Southern Territories,76852,False
8952,Jamie Smith,kwest@example.org,504.378.4017x04819,06616 Clinton Isle Apt. 416,New Matthew,Uzbekistan,99448,False
1400,Mackenzie Anderson,caseymichael@example.com,001-679-232-9070x310,790 Bautista Stravenue Suite 898,East Nicole,South Africa,37041,False
3789,Michele Johns,xgarcia@example.com,(514)442-7953x700,9613 Lawrence Islands,Markborough,Antigua and Barbuda,71868,False
6359,Darlene Bryant,medinajody@example.org,837.601.7872,339 Ashley Springs Suite 704,Reidtown,Congo,95139,False
4696,Deborah Barber,hosean@example.org,(559)482-8703x568,5773 Melissa Lock Suite 668,Charlesstad,Bouvet Island (Bouvetoya),78872,False
6117,Amanda Reyes,mlewis@example.org,001-338-887-2130x2271,7321 Jamie Islands,North Jonathantown,Tajikistan,12237,False
2603,Debbie Yates,ericmartin@example.net,+1-887-488-2843,0587 Travis Underpass Apt. 835,South Jeffrey,Gabon,11119,False
2217,Anthony Smith DVM,rebeccaolson@example.org,8492957519,058 Debra Fords,Andrewton,Gibraltar,81942,False
9817,Danielle Tucker,susan18@example.com,8608513463,9174 Torres Circle Apt. 039,Port Jenniferton,Guatemala,13129,False
1004,Joshua Johnson,craig11@example.org,(967)349-1423x32388,56854 Barnes Viaduct Apt. 595,West Melissaland,Wallis and Futuna,89910,False
6587,Jaime Le,brandongeorge@example.com,(875)886-5914,88167 Robert Rapid,Chandlerhaven,Malta,76017,False
4357,Grant Russell,thomasmckenzie@example.com,(253)553-2637x625,821 Kaitlyn Pass,Dianetown,Tuvalu,01098,False
3772,Nicholas Henson,crawfordmegan@example.net,263-498-8874x056,96049 James Ridges Suite 971,Davisberg,Fiji,84616,False
4292,Rachel Brown,gayjohn@example.org,+1-776-589-4820x6091,387 Osborne Glen,Nealmouth,Puerto Rico,46248,False
8417,Dr. Cynthia Shaw,josephtimothy@example.net,490.765.9377,29622 Vanessa Causeway,Lake Todd,Slovakia (Slovak Republic),28347,True
2672,Shawn Wolf,alexandra84@example.com,001-895-454-4891x27508,392 Mitchell Glens,Lake Jeffreyhaven,Slovenia,49629,False
3190,Aaron Gilmore,joshuadelacruz@example.org,(216)205-4927,60229 Knight Crescent Apt. 924,Frankside,Zimbabwe,29807,False
3645,Daniel Bailey,gibsonrebecca@example.org,(295)278-0652x38792,202 Rachel Point,Meredithside,Luxembourg,36009,True
7505,Tyler Fuentes,daniellepowers@example.com,001-583-525-8752,671 Amy Groves Suite 485,Amberport,American Samoa,88725,False
9518,Brittany Cochran,annafarmer@example.net,001-542-425-7928,99551 Alexander Flats,Nicholsstad,Bosnia and Herzegovina,93334,False
8492,Roger Craig,mary58@example.net,+1-321-563-8529x8060,502 Petersen Shore Suite 007,Jimmybury,Qatar,20499,False
2644,Michael Hale,halljustin@example.net,(353)746-2780x531,3227 Meredith Green,Port Davidville,Nauru,33014,True
2275,Sarah Hardin,ezuniga@example.com,987.620.0258,57971 Denise Flat,Gabrielside,Brazil,59198,False
3891,Travis Solis,patricia58@example.net,+1-461-484-9287x79593,54061 Jones Camp,West Anthony,Canada,29775,True
6097,Anthony Mercado,orozcoryan@example.org,+1-934-873-9524x21667,969 Chavez Mission Apt. 881,Port Sherrytown,Colombia,85975,False
6580,Thomas Cox,nicolasmason@example.com,(438)786-0625,6502 Farrell Views,South Leslie,Rwanda,72444,False
7078,Paul Mitchell,michaelandrews@example.org,540.381.9045x889,295 Dixon Place,New John,Slovenia,84843,False
6174,Melissa Bridges,michaelsanchez@example.net,809.814.5820x08714,3923 Justin Prairie,Matthewland,Uzbekistan,75557,False
6410,Savannah Hernandez,rmorrison@example.net,+1-971-257-0493x7318,02748 Villanueva Canyon Apt. 930,West Troy,Philippines,54117,True
6698,Anne Sweeney,taylorlaura@example.org,644-393-1373x106,7723 Cowan Track Suite 758,Leeland,Taiwan,50707,False
1167,Kimberly Nguyen,novakbrett@example.com,(920)804-1455x631,478 Johnson Park,Kevinberg,Andorra,77625,False
9568,Trevor Obrien,justinbeck@example.com,601-462-6328,6935 Kenneth Valleys Apt. 614,North Ian,Romania,59549,False
4592,Paul Calderon,katrinareed@example.org,886-707-5424,289 Guzman Forest,Jessicastad,Sweden,83552,False
7103,Christopher Ward,qmurphy@example.org,(291)938-9389,464 Derrick Tunnel Apt. 289,Port Wesley,Somalia,60939,False
2948,Jill Jimenez,kevinmurphy@example.com,658-336-9967x1114,325 Lopez Forks Apt. 138,Taylorfort,Bosnia and Herzegovina,71533,False
9399,Randy Cooper,colesteven@example.net,(503)834-0251,95760 Joshua Grove Apt. 997,Banksshire,Benin,52417,True
4768,Susan Dominguez,jhall@example.org,8097617154,7789 Breanna Pass,Fergusonhaven,Switzerland,46504,True
5111,Carmen Torres,cbrown@example.org,648-357-2570x8949,834 Cummings Stream,East Johnton,Pakistan,22222,True
4803,Mrs. Teresa Kelley,hphelps@example.net,(366)636-6822x231,7934 Smith Well Apt. 290,Penningtonmouth,Azerbaijan,74686,True
1666,William Aguilar,renee02@example.org,001-838-265-0417x5866,58783 Davidson Common,South Rachelland,Haiti,50775,False
5819,Samantha Hammond,sharon67@example.com,7842049133,65036 Kennedy Creek Apt. 299,Lake Anthonyshire,Bermuda,55782,False
4375,Susan Williams,christinaadams@example.org,(945)502-8989x8533,5138 Lindsey Manor Apt. 868,Martinezborough,United Arab Emirates,77747,True
7671,Kyle Harding,robert19@example.net,001-262-298-8752x138,03087 Richardson Point,North Rachael,Turkmenistan,69935,True
4146,Rachel Ortiz,weaverkaren@example.net,5188066779,1734 Garcia Parkway Suite 118,Reedport,Lao People's Democratic Republic,33675,False
7838,Robert Hammond,owalsh@example.net,+1-894-678-7562x234,61936 James Fall Apt. 538,South Derek,Saint Barthelemy,09865,True
6814,David Decker,james31@example.org,2957518187,7280 Theresa Ridge,Dominiqueborough,Oman,62996,False
7139,Lauren Thompson,samuel91@example.com,(994)905-5238x7031,33034 Rachel Rapids,South Matthewmouth,Seychelles,56336,False
3213,Laura Gibson,hsanders@example.org,653.402.4621x029,6296 Cooper Light Suite 080,Khanchester,American Samoa,48119,True
9538,Eric Shaw,brooketurner@example.net,821-459-1318x027,556 Lauren Green Suite 086,Anthonymouth,Palau,22562,False
7802,Evan Perez,wpowell@example.org,217.640.1952x77112,1240 Tammy Mountains Apt. 573,Marystad,Saudi Arabia,41942,False
6657,Adam Scott,aaron96@example.com,+1-301-874-3480x605,857 Melanie Corner Suite 827,East Katie,Holy See (Vatican City State),57637,False
5824,Dawn Ramsey,keithgary@example.net,+1-349-672-3810x9405,083 Lynn Spur,Lake Christopher,Zimbabwe,90577,True
3615,Thomas Marshall,robertmcconnell@example.com,5863811281,34755 Walker Street Apt. 638,Warrenburgh,Slovakia (Slovak Republic),38696,True
3798,Jose Elliott,kristinewilliams@example.com,+1-289-518-0670,660 Jeffrey Road,Nelsonland,Malaysia,66444,False
6345,Matthew Ross,hogandonna@example.net,+1-682-510-9191x042,5492 Holder Estate Apt. 080,South Brittany,Lebanon,30484,False
4872,Ian Foster,justinlogan@example.com,001-215-242-7368x92330,688 Griffin Plain Suite 524,Vargasfurt,Denmark,81743,False
2544,Mike Chavez,daniel63@example.com,376-844-2907x475,599 Roberts Falls Suite 357,Weberland,Montenegro,41243,False
3878,Hector Robinson DDS,asmith@example.net,469-509-7204x81467,1804 Hall Summit Suite 044,South Richard,Germany,32822,False
7991,Jeremy Marshall,coreybray@example.org,001-608-990-0720x23957,5370 Stein Crest Suite 721,East Shannonville,Azerbaijan,55475,False
6810,Jonathan Jones,shannonblake@example.org,356.397.1528x640,444 Perez Drive,Lake Emmaberg,Lao People's Democratic Republic,10573,False
6243,Heather Jones,mrice@example.net,001-694-461-5065x497,197 Edwin Road,East Dennis,Myanmar,09314,False
3028,Tonya Wilson,kevin18@example.com,337-263-7609,3699 Elizabeth Harbors Apt. 945,East Cindychester,Monaco,94777,True
7214,Virginia Miller,gjennings@example.com,(547)492-9339,79810 Miller Spurs,Gonzalezmouth,Ethiopia,69676,False
4990,Tamara Garcia MD,diana92@example.org,847-616-3459,34991 Timothy Plains,North Karen,Uzbekistan,98865,False
3708,Jasmine Jennings,kevincollins@example.net,603.377.8608x074,9864 Kimberly Ports Apt. 651,Port Victoriamouth,Russian Federation,58414,True
9749,Ryan Jones,ryanperez@example.net,+1-871-990-8638x2732,7973 Patterson Mountain,Port Tylerton,Central African Republic,24290,False
1548,Erin Kim,smithtravis@example.org,369.711.1787x731,56957 Kristin Rapid Apt. 943,Kyleside,France,65053,False
7399,Vincent Dean,chencarolyn@example.org,001-744-233-6317x6944,427 Copeland Ports Suite 032,Rodriguezburgh,French Guiana,65757,False
8140,Jennifer Sanchez,gregory65@example.net,500.256.8963x174,472 Brewer Summit,North Ericaton,Serbia,80101,False
5070,Cody Bailey,gary58@example.net,491-985-8606x765,0191 Jason Station Suite 398,East Jeff,Mozambique,37660,True
6431,Cynthia Cochran,millsashley@example.net,(823)735-7921x796,61631 Austin Lane,Port Elizabeth,Argentina,30475,True
3506,Michael Knapp,cruzcameron@example.com,(551)224-1531,470 Tina Port,Garnerport,Congo,34660,False
9680,Denise Thomas,myersrebecca@example.org,001-789-961-5582x009,7852 Nicholas Circle,Parrishside,Maldives,02991,False
3024,Brenda Farley,jeffrey47@example.net,001-869-823-5541x79153,406 Adrian Expressway Apt. 320,Davisburgh,Slovenia,52833,False
6468,Mark Howard,mikeknight@example.net,960-269-9075x21463,4764 Schwartz Villages Suite 108,Samuelview,Brunei Darussalam,94320,False
2433,Keith Moyer,amanda32@example.org,(607)759-1477x94218,0832 Peterson Ways Apt. 020,North Leahberg,Costa Rica,59716,False
9510,Ashley Johnson,cathymathis@example.org,873-897-0373,726 Barbara Course Apt. 827,Port Davidport,French Southern Territories,51537,True
7566,Amber Robinson,torresmitchell@example.net,827.913.7404,926 Obrien Orchard,Latoyashire,Tunisia,98691,False
5644,George Potter,joseph50@example.com,001-632-976-7076x95727,234 Timothy Mountains Suite 581,North Lorichester,Iraq,56085,False
4489,Tonya Wagner,ortegaelizabeth@example.com,(622)960-1809x650,9253 Michael Freeway Suite 323,Lake James,Lebanon,44332,False
8607,Theresa Hernandez DDS,powens@example.com,+1-408-878-8407x9674,892 Raven Fort,South Jean,Wallis and Futuna,32360,False
1193,James Flores,kterrell@example.org,257-445-4295x1064,08046 Keith Flats,Joanneside,British Virgin Islands,31506,True
7731,Marc Jackson,fvasquez@example.com,8024631010,6932 Brown Canyon Apt. 161,Schultzside,Zimbabwe,58700,True
1517,Timothy Cuevas,kentjensen@example.com,+1-465-473-6859x4348,97729 Hall Land,North William,Cayman Islands,62902,False
